id;title;domain;description;day_to_day;tools_certifications;salary_range;growth_trajectory;industry_trends;icon_emoji;difficulty;demand_level;related_skills;created_at;keywords;job_role_keywords;industry;sector;related_subjects;related_universities;avg_salary_usd;growth_trajectory_detail;soft_skills;interests;countries_in_demand;related_industries;related_sectors;related_domains;related_careers;related_job_roles;related_courses;related_countries
55beddd1-1c25-4784-b03e-b9bdde714f92;Jeweler;Skilled Trades;Designs, repairs and sells jewelry and gemstone pieces;;[];₹2,50,000 - ₹10,00,000;Steady;;💎;Medium;Medium;"[""Metalworking"",""Gemology"",""CAD"",""Jewelry Design"",""Caliper""]";2026-04-07 04:53:38.714603+00;"[""construction"",""estate"",""gems"",""jeweler"",""jewelry"",""precious stones"",""real"",""skilled"",""trades""]";[];Construction & Real Estate;Building Automation;[];[];$75,000;;"[""planning"",""negotiation"",""Leadership"",""Organization"",""Attention to Detail"",""creativity"",""Creativity"",""systems thinking"",""Technical Aptitude"",""Problem Solving""]";"[""engineering"",""property"",""Business"",""Management"",""Productivity"",""Data"",""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""technology"",""Technology"",""Cloud Computing"",""IT""]";"[""USA"",""UK"",""Australia"",""Canada"",""Germany""]";"[""Construction & Real Estate"",""Information Technology"",""Jewellery"",""Leather Products""]";;"[""Skilled Trades"",""Welding & Fabrication""]";;"[""Jeweler""]";[];
33cc5e44-72b6-4e47-b6c5-fa4ea617b1f0;Heritage Conservator;Heritage Conservation;Preserve and restore cultural heritage structures;Assess heritage structures, plan restoration, document cultural significance;[];₹3,50,000-₹12,00,000;UNESCO and tourism driving preservation efforts;Digital twin technology and 3D scanning revolutionizing conservation;🏰;Advanced;Stable;"[""Chemistry"",""Restoration Techniques"",""History"",""Documentation"",""Architecture""]";2026-04-04 06:37:36.623731+00;"[""conservation"",""conservator"",""environmental"",""heritage"",""sustainability""]";[];Environmental & Sustainability;Cultural Heritage;[];[];$110,000;;"[""empathy"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""Problem Solving"",""public health"",""analytical"",""Critical Thinking"",""Logical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence"",""outdoors""]";"[""animals"",""environment"",""energy"",""Environment"",""Sustainability"",""Technology"",""geology"",""math"",""technology"",""Data"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""Personal Growth"",""Mental Health"",""ocean"",""nature""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";"[""Environmental & Sustainability"",""Information Technology""]";"[""Cultural Heritage""]";"[""Heritage Conservation""]";;"[""Heritage Conservator""]";[];
ab98ccf7-c2c5-46a6-b036-3a4b8b410ab4;Paleontologist;Earth Sciences;Study fossils to understand prehistoric life and evolution;;[];₹5,00,000 - ₹18,00,000;Strong Growth;;🦕;advanced;niche;"[""fieldwork"",""research"",""geology"",""biology"",""Data Analysis""]";2026-04-06 06:52:54.166408+00;"[""paleontology"",""fossils"",""dinosaurs"",""evolution""]";[];Entertainment & Media;Space Exploration;[];"[""University of New South Wales""]";$50K-$110K;;"[""creativity"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving""]";"[""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""media"",""engineering"",""design"",""art"",""arts"",""film"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""music""]";"[""USA"",""UK"",""Australia"",""Germany""]";"[""Entertainment & Media"",""Information Technology""]";;"[""Paleontology"",""Speleology""]";"[""Paleontologist""]";;[];
b672a9ca-2fa9-4a6b-8ba2-2fcc7d0861ee;Entrepreneurship;Business;Starting and scaling new business ventures;;[];$0-$Unlimited;Non-linear, high risk/reward;;🚀;Very Hard;N/A;"[""Growth Hacking"",""Product Development"",""Sales"",""Fundraising"",""Resilience"",""Leadership""]";2026-03-09 03:35:36.335462+00;"[""arts"",""business"",""creative"",""entrepreneurship"",""founder"",""startup"",""venture""]";"[""Founder"",""CEO"",""Co-founder"",""Entrepreneur""]";Arts & Creative;Property Development;"[""Entrepreneurship"",""Corporate Finance""]";"[""Duke University"",""Harvard University"",""University of Chicago"",""University of Virginia"",""University of Texas at Austin"",""University of Ghana"",""Stellenbosch University"",""Nanyang Technological University"",""University of Hong Kong"",""New York University"",""University of Lagos"",""Washington University in St. Louis"",""Carnegie Mellon University"",""University of Michigan"",""Stanford University"",""UC Berkeley"",""University of Warwick"",""University of Pennsylvania"",""Hong Kong University of Science and Technology"",""Fudan University"",""King Abdulaziz University"",""University of Manchester"",""Seoul National University"",""IIM Ahmedabad"",""Northwestern University"",""Columbia University"",""University of Sydney"",""University of Southern California"",""National University of Singapore"",""University of Amsterdam""]";105000;;"[""Leadership"",""Organization"",""Attention to Detail""]";"[""Business"",""Management"",""Productivity"",""Data""]";"[""USA"",""UK"",""Australia"",""Canada""]";"[""Arts & Creative"",""Information Technology"",""Cinema & Theatre""]";;"[""Business"",""Entrepreneurship""]";;"[""Entrepreneurship"",""Fashion Merchandiser"",""Compliance Officer"",""Growth Hacker""]";"[""Lean Startup"",""Y Combinator Startup School"",""Introduction to Project Management"",""Excel Skills for Business Specialization"",""Entrepreneurship Essentials"",""Excel Skills for Business"",""How to Start a Startup"",""Disruptive Strategy"",""Negotiation Mastery"",""Strategy & Growth Programs"",""PMP Certification Prep""]";"[""Eritrea"",""Grenada""]"
7d09ef23-0558-4e54-8e85-0fee58ab9054;Sociologist;Social Sciences;Studies social behavior, institutions and structures;;[];₹3,00,000 - ₹12,00,000;Steady;;🏘️;Medium;Low;"[""UX Design"",""Statistics"",""Sociology"",""Qualitative Analysis"",""Research""]";2026-04-07 04:53:38.714603+00;"[""humanities"",""research"",""sciences"",""social"",""social science"",""society"",""sociologist"",""sociology""]";[];Social Sciences & Humanities;Market Research;"[""Anthropology"",""Christian Theology"",""Buddhist Philosophy""]";"[""Massachusetts Institute of Technology"",""University of Michigan"",""University of Illinois Urbana-Champaign"",""Johns Hopkins University"",""Indian Institute of Science"",""University of Wisconsin-Madison"",""University of New South Wales""]";95000;;"[""analytical""]";"[""research""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Social Sciences & Humanities"",""Information Technology""]";"[""Market Research"",""Higher Education""]";"[""Social Sciences"",""Epidemiology"",""Theology"",""Phenomenology"",""Thanatology"",""Archaeology""]";;"[""Sociologist"",""Biochemist"",""Biostatistician"",""Anthropologist"",""Physicist"",""Professor / Academic"",""Psychologist (Research)""]";[];"[""Afghanistan""]"
8a258d58-e726-468a-a856-15c56b9edf18;Cloud Architect;Technology;Designs cloud computing infrastructure and migration strategies;;[];₹12,00,000 - ₹40,00,000;Rapidly Growing;;☁️;Hard;High;"[""Kubernetes"",""Azure"",""Microsoft Azure"",""Docker"",""GCP"",""Google Cloud Platform"",""Snowflake"",""Terraform"",""AWS"",""Go (Golang)"",""Cloud Architecture"",""Cloud Security"",""ClickHouse"",""Cloudflare Workers""]";2026-04-07 04:53:38.714603+00;"[""architect"",""aws"",""azure"",""cloud"",""information"",""infrastructure"",""technology""]";[];Information Technology;DevOps & Infrastructure;[];"[""Politecnico di Milano"",""Cornell Tech""]";125000;;"[""systems thinking"",""planning"",""Technical Aptitude"",""Problem Solving""]";"[""technology"",""engineering"",""Technology"",""Cloud Computing"",""IT""]";"[""USA"",""UK"",""Germany""]";"[""Cloud Computing"",""Construction"",""Information Technology"",""Cloud Infrastructure""]";"[""DevOps & Infrastructure"",""Cloud Computing""]";"[""Technology"",""Cloud Computing""]";"[""Cloud Computing & DevOps"",""Landscape Architect""]";"[""Cloud Architect"",""Architect"",""DevOps Architect"",""Cloud Cost Optimizer"",""IoT Solutions Architect"",""Network Engineer"",""Drone Operator"",""App Developer"",""Chief Technology Officer"",""DevOps Engineer"",""Civil Engineer"",""Machine Learning Engineer"",""GIS Specialist"",""Site Reliability Engineer"",""Quality Assurance Analyst"",""Database Administrator""]";"[""AWS Certified Cloud Practitioner"",""Google Cloud Digital Leader"",""AWS Certified Solutions Architect"",""GCP Professional Cloud Architect"",""Cloud Native Architecture""]";"[""Armenia""]"
7fedd8e3-b140-4433-82b1-7d466e7b3a37;Ergonomist;Industrial Design;Designs workplaces for human comfort and safety;;[];₹4,00,000 - ₹12,00,000;Rapidly Growing;;🪑;Medium;Medium;"[""Workplace Design"",""Human Factors"",""Ergonomics"",""Rust""]";2026-04-07 04:53:38.714603+00;"[""ergonomics"",""workplace"",""safety""]";[];Entertainment & Media;Real Estate & Construction;[];[];135000;;"[""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""service"",""precision"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""creativity"",""Creativity"",""Attention to Detail"",""Technical Aptitude"",""discipline"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""empathy"",""analytical"",""Critical Thinking"",""Analytical Thinking""]";"[""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""policy"",""aviation"",""making"",""environment"",""energy"",""Environment"",""Sustainability"",""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""media"",""design"",""art""]";"[""USA"",""India"",""UK"",""Germany"",""Australia"",""Canada""]";"[""Entertainment & Media""]";;;;"[""Ergonomist"",""Building Inspector"",""Food Scientist"",""Fire Engineer"",""Industrial Designer""]";[];
dc2d01c0-3283-4641-9caf-d3f642700ccb;Ornithologist;Science;Studies birds, their behavior, habitats and conservation;;[];₹3,00,000 - ₹10,00,000;Stable;;🐦;Hard;Low;"[""Fieldwork"",""Bird Identification"",""Ecology"",""Ornithology""]";2026-04-07 04:53:38.714603+00;"[""avian"",""birds"",""birdwatching"",""ornithologist"",""ornithology"",""research"",""science""]";[];Science & Research;Mining & Resources;[];[];$110,000;;"[""innovation"",""analytical"",""safety"",""systems thinking"",""Analytical Skills"",""Problem Solving"",""Critical Thinking"",""Logical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence"",""research"",""empathy"",""public health"",""patience"",""outdoors"",""organization"",""design"",""Communication"",""Attention to Detail"",""Organization"",""discipline"",""languages""]";"[""environment"",""research"",""geology"",""ocean"",""math"",""technology"",""Environment"",""Sustainability"",""Technology"",""Data"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""Personal Growth"",""Mental Health"",""biology"",""medicine"",""health"",""animals"",""food"",""nature"",""events""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";"[""Science & Research"",""Information Technology""]";;"[""Science""]";;"[""Ornithologist"",""Biostatistician"",""Hydrologist"",""Food Scientist"",""Ecologist"",""Cartographer"",""Conservation Scientist""]";[];
c871efc4-57a5-4479-8345-74480f01e621;Medicine;Healthcare;Diagnosing and treating human diseases and conditions;;[];$200K-$500K+;Long training, stable high earning;;🩺;Very Hard;Very High;"[""Empathy"",""Clinical Skills"",""Research"",""Diagnosis"",""Patient Care""]";2026-03-09 03:35:36.335462+00;"[""medicine"",""doctor"",""physician"",""healthcare"",""surgery""]";"[""Medical Doctor"",""Surgeon"",""Specialist"",""Resident""]";Healthcare & Life Sciences;Healthcare & Life Sciences;"[""Medicine""]";"[""University of Cape Town"",""Duke University"",""Harvard University"",""Charles University"",""University of Ghana"",""University of Tokyo"",""Yale University"",""Lund University"",""University of Hong Kong"",""King's College London"",""Ludwig Maximilian University"",""Washington University in St. Louis"",""University of Buenos Aires"",""University of Michigan"",""University of Edinburgh"",""Stanford University"",""University of Melbourne"",""Johns Hopkins University"",""Makerere University"",""University of Oxford"",""Sorbonne University"",""BHU Varanasi"",""Vanderbilt University"",""UCLA"",""University of Pennsylvania"",""Fudan University"",""University of Toronto"",""UCL (University College London)"",""University of São Paulo"",""University of Washington""]";$80,000;;"[""empathy"",""research""]";"[""medicine"",""health"",""biology""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Healthcare Services"",""Pharmaceuticals"",""Healthcare & Life Sciences"",""Orthopedics""]";"[""Healthcare & Life Sciences"",""Clinical Medicine""]";"[""Medicine & Surgery"",""Emergency Medicine"",""Sleep Medicine"",""Nuclear Medicine"",""Pediatrics"",""Orthopedics""]";;"[""Urologist"",""Emergency Medical Technician"",""Endocrinologist"",""Gastroenterologist"",""Audiologist"",""Cardiac Surgeon"",""Clinical Research Coordinator"",""Dental Hygienist"",""Cardiologist"",""Medical Doctor"",""Surgeon"",""Ophthalmologist"",""Anesthesiologist"",""Hematologist"",""Speech Therapist"",""Chiropractor"",""Dietitian"",""Dermatologist"",""Genetic Counselor"",""Epidemiologist""]";"[""Anatomy Specialization""]";"[""Guatemala"",""Guinea"",""Guinea-Bissau"",""Gambia"",""Iraq"",""Belize""]"
be7fa8ad-f9bb-4238-92fb-f3f32180ecc5;Restoration Ecologist;Restoration Ecology;Rehabilitate damaged ecosystems;Plan restoration projects, monitor species recovery, engage communities;[];₹4,00,000-₹12,00,000;Climate commitments driving demand;Carbon offset markets and biodiversity credits growing;🌿;Advanced;Growing;"[""GIS"",""Community Engagement"",""Project Management"",""Ecology"",""Botany""]";2026-04-04 06:37:36.623731+00;"[""ecologist"",""ecology"",""environmental"",""restoration"",""sustainability""]";[];Environmental & Sustainability;Marine & Maritime;"[""Architectural History""]";[];$110,000;;"[""innovation"",""safety"",""analytical"",""systems thinking"",""Analytical Skills"",""Problem Solving"",""Critical Thinking"",""Logical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence"",""research"",""empathy"",""public health"",""outdoors"",""planning"",""negotiation"",""problem-solving"",""Attention to Detail"",""Collaboration"",""Numeracy"",""Organization"",""Leadership""]";"[""environment"",""geology"",""ocean"",""math"",""technology"",""Environment"",""Sustainability"",""Technology"",""Data"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""Personal Growth"",""Mental Health"",""biology"",""animals"",""energy"",""nature"",""engineering"",""property"",""coding"",""Computer Science""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";"[""Environmental & Sustainability"",""Information Technology"",""Outdoor Recreation"",""Non-Profit & NGOs""]";;"[""Restoration Ecology"",""Dendrology"",""Mycology""]";"[""Ecologist""]";"[""Restoration Ecologist"",""Ecologist""]";[];"[""Ecuador"",""Cameroon""]"
967c5be4-5d4b-4e7a-aab7-3617ec4db3f7;Aquaculture Specialist;Agriculture & Fisheries;Manage sustainable fish farming and aquatic food production;;[];₹4,00,000 - ₹14,00,000;Steady;;🐟;intermediate;growing;"[""water quality"",""marine biology"",""farm management"",""aquaculture""]";2026-04-06 06:52:54.166408+00;"[""agriculture"",""aquaculture"",""aquaponics"",""fish farming"",""fisheries"",""food"",""seafood"",""specialist""]";[];Agriculture & Food;Disaster Relief;[];[];$45K-$100K;;"[""outdoors""]";"[""ocean""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";"[""Agriculture & Food"",""Information Technology"",""Agriculture & Farming""]";"[""Fisheries & Aquaculture"",""Aquaculture""]";"[""Agriculture & Fisheries"",""Aquaculture"",""Agriculture & Farming"",""Sustainable Agriculture""]";"[""Disaster Management Specialist""]";"[""Aquaculture Specialist"",""GIS Specialist"",""SEO Specialist""]";"[""Tableau Desktop Specialist""]";"[""Chile""]"
e6b7bced-4c9f-47bb-84c1-ea42de42b647;Quantum Computing;Technology;Developing next-gen computing using quantum mechanics;;[];$90K-$200K;Frontier technology with massive potential;;⚛️;Very Hard;High;"[""Algorithm Design"",""Quantum Mechanics"",""Physics"",""Python"",""Linear Algebra"",""CockroachDB""]";2026-03-09 03:35:36.335462+00;"[""computing"",""information"",""quantum"",""quantum mechanics"",""qubits"",""technology""]";"[""Quantum Engineer"",""Quantum Researcher"",""Quantum Software Developer""]";Information Technology;DevOps & Infrastructure;"[""Quantum Physics""]";"[""National University of Singapore"",""École Polytechnique"",""Tsinghua University"",""Concordia University"",""Hanyang University"",""Cornell Tech""]";$130,000;;"[""systems thinking"",""planning"",""Technical Aptitude"",""Problem Solving""]";"[""technology"",""engineering"",""Technology"",""Cloud Computing"",""IT""]";"[""USA"",""UK"",""Germany""]";"[""Information Technology"",""Cloud Computing"",""Edge Computing"",""Online Gaming""]";"[""Cloud Computing"",""Algorithmic Trading"",""AI Tooling""]";"[""Technology"",""Quantum Computing"",""Cloud Computing"",""Telecommunications""]";"[""Cloud Computing & DevOps""]";"[""Quantum Computing"",""Network Engineer"",""Drone Operator"",""App Developer"",""Chief Technology Officer"",""DevOps Engineer"",""Machine Learning Engineer"",""GIS Specialist"",""Site Reliability Engineer"",""Quality Assurance Analyst"",""Database Administrator""]";"[""Intro to Quantum Computing"",""Microservices with Spring Boot""]";
d1250ee0-38cd-4f63-a5b4-62a40dafefba;Anthropologist;Social Sciences;Studies human societies, cultures and behavior;;[];₹3,00,000 - ₹10,00,000;Steady;;🏺;Medium;Low;"[""Ethnography"",""Research"",""Cultural Analysis""]";2026-04-07 04:53:38.714603+00;"[""anthropologist"",""anthropology"",""culture"",""ethnography"",""humanities"",""sciences"",""social""]";[];Social Sciences & Humanities;Market Research;"[""Anthropology"",""Cultural Studies"",""Christian Theology""]";"[""Anna University""]";95000;;"[""analytical"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""research"",""psychology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Social Sciences & Humanities"",""Information Technology""]";;"[""Social Sciences""]";;"[""Anthropologist""]";[];"[""Angola""]"
8f9dcab6-c6e1-404f-bc60-76b24b7019be;Cloud Computing & DevOps;Technology;Managing cloud infrastructure and automating software delivery;;[];$80K-$180K;Rapid cloud adoption driving demand;;☁️;Medium-Hard;Very High;"[""Kubernetes"",""Microsoft Azure"",""CI/CD"",""Docker"",""Google Cloud Platform"",""Snowflake"",""Terraform"",""AWS"",""Go (Golang)"",""DevOps"",""Cloud Architecture"",""Cloud Security"",""Azure DevOps"",""DevSecOps"",""ClickHouse"",""Cloudflare Workers"",""CockroachDB"",""BeautifulSoup""]";2026-03-09 03:35:36.335462+00;"[""aws"",""azure"",""cloud"",""computing"",""devops"",""information"",""infrastructure"",""technology""]";"[""Cloud Architect"",""DevOps Engineer"",""SRE"",""Platform Engineer""]";Information Technology;DevOps & Infrastructure;[];[];125000;;"[""systems thinking"",""planning"",""Technical Aptitude"",""Problem Solving""]";"[""technology"",""engineering"",""Technology"",""Cloud Computing"",""IT""]";"[""USA"",""UK"",""Germany""]";"[""Cloud Computing"",""Construction"",""Information Technology"",""Cloud Infrastructure"",""Edge Computing"",""Internet of Things"",""Retail & E-commerce"",""Online Gaming""]";"[""DevOps & Infrastructure"",""Cloud Computing"",""Algorithmic Trading"",""AI Tooling""]";"[""Technology"",""Cloud Computing"",""Quantum Computing"",""E-Commerce"",""Telecommunications""]";"[""Cloud Architect"",""Quantum Computing""]";"[""Cloud Computing & DevOps"",""Cloud Architect"",""DevOps Engineer"",""Cloud Cost Optimizer"",""DevOps Architect"",""Network Engineer"",""Drone Operator"",""App Developer"",""Chief Technology Officer"",""Civil Engineer"",""Machine Learning Engineer"",""GIS Specialist"",""Site Reliability Engineer"",""Quality Assurance Analyst"",""Database Administrator""]";"[""AWS Certified Cloud Practitioner"",""Google Cloud Digital Leader"",""AWS DevOps Engineer Pro"",""Cloud Native Architecture"",""GCP Professional Cloud Architect"",""Intro to Quantum Computing"",""Microservices with Spring Boot""]";
eedad17d-582a-4c2f-9c2c-821f6573f211;Geographer;Social Sciences;Studies Earth surfaces, environments and human-land relationships;;[];₹3,00,000 - ₹10,00,000;Stable;;🗺️;Medium;Low;"[""Geography"",""Cartography"",""GIS"",""Remote Sensing""]";2026-04-07 04:53:38.714603+00;"[""geographer"",""geography"",""gis"",""humanities"",""mapping"",""sciences"",""social"",""spatial""]";[];Social Sciences & Humanities;Market Research;"[""Geography""]";[];$110,000;;"[""innovation"",""safety"",""analytical"",""systems thinking"",""Analytical Skills"",""Problem Solving"",""Critical Thinking"",""Logical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence"",""research"",""empathy""]";"[""environment"",""geology"",""ocean"",""math"",""technology"",""Environment"",""Sustainability"",""Technology"",""Data"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""Personal Growth"",""Mental Health"",""biology"",""animals""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";"[""Social Sciences & Humanities"",""Information Technology"",""Hydropower""]";;"[""Social Sciences"",""Geoinformatics""]";;"[""Geographer"",""Anthropologist"",""GIS Specialist"",""Cartographer""]";[];
6c8cb4f8-c6f5-472e-9c74-daa369f10a08;Physiotherapist;Healthcare;Treats physical disabilities through movement and exercises;;[];₹3,00,000 - ₹12,00,000;Rapid Growth;;🏥;Hard;High;"[""Rehabilitation"",""Exercise"",""Anatomy"",""Physiotherapy""]";2026-04-07 04:53:38.714603+00;"[""physiotherapy"",""rehab"",""physical therapy"",""PT""]";[];Healthcare & Life Sciences;Wellness & Fitness;[];"[""Monash University Malaysia""]";$70,000;;"[""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""creativity"",""empathy"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail""]";"[""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion"",""psychology"",""sports"",""health"",""medicine"",""biology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Healthcare & Life Sciences""]";;"[""Physical Therapy""]";;"[""Urologist"",""Emergency Medical Technician"",""Endocrinologist"",""Gastroenterologist"",""Audiologist"",""Cardiac Surgeon"",""Clinical Research Coordinator"",""Dental Hygienist"",""Cardiologist"",""Ophthalmologist"",""Anesthesiologist"",""Hematologist"",""Speech Therapist"",""Chiropractor"",""Dietitian"",""Dermatologist"",""Genetic Counselor"",""Epidemiologist""]";[];
35c41b82-4efa-4efa-add1-6d0e275a70a5;Disaster Management Specialist;Disaster Management;Plan and coordinate emergency response operations;Develop emergency plans, train response teams, coordinate relief operations;[];₹4,50,000-₹14,00,000;Climate change increasing demand significantly;Climate resilience and early warning systems critical;🆘;Intermediate;Growing;"[""GIS"",""Emergency Planning"",""Leadership"",""Communication"",""Risk Assessment""]";2026-04-04 06:37:36.623731+00;"[""defense"",""disaster"",""government"",""management"",""specialist""]";[];Government & Defense;Disaster Relief;"[""Disaster Management""]";"[""Lancaster University"",""Massey University""]";$45K-$100K;;"[""research"",""analytical"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""planning"",""negotiation"",""problem-solving"",""Technical Aptitude"",""Curiosity"",""Forward Thinking""]";"[""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""making"",""food"",""engineering"",""property""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";"[""Government & Defense"",""Information Technology"",""Diagnostic Labs""]";"[""Disaster Relief""]";"[""Disaster Management""]";"[""Aquaculture Specialist""]";"[""Disaster Management Specialist"",""GIS Specialist"",""SEO Specialist""]";"[""Tableau Desktop Specialist""]";"[""Guyana"",""Armenia"",""Botswana""]"
eda64227-b004-4563-9fa3-f92235974d34;Space Tourism Coordinator;Tourism & Space;Manage experiences for commercial space travel programs;;[];₹10,00,000 - ₹50,00,000;Rapid Growth;;🚀;advanced;emerging;"[""project management"",""customer service"",""space knowledge"",""hospitality""]";2026-04-06 06:52:54.166408+00;"[""adventure"",""commercial space"",""coordinator"",""hospitality"",""space"",""space tourism"",""tourism"",""travel""]";[];Hospitality & Tourism;Hospitality & Tourism;[];[];$55,000;;"[""innovation"",""service""]";"[""space"",""science"",""travel""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Hospitality & Tourism"",""Space Technology"",""Space & Satellite Technology"",""Medical Tourism"",""Information Technology"",""Leisure Travel""]";"[""Hospitality & Tourism"",""Adventure Tourism"",""Space Exploration"",""Coastal Tourism"",""Dental Tourism"",""Eco-tourism""]";"[""Tourism & Space"",""Hospitality & Tourism"",""Space Science""]";"[""Hospitality & Tourism""]";"[""Space Tourism Coordinator"",""Clinical Research Coordinator""]";"[""Astronomy: Exploring Time and Space""]";
8f6c8632-c649-428f-9ae6-66b12e5a2581;Insurance Underwriter;Finance;Evaluates risk and determines insurance policy terms;;[];₹4,00,000 - ₹12,00,000;Stable;;📋;Medium;Medium;"[""Underwriting"",""Analysis"",""Actuarial"",""Risk Assessment""]";2026-04-07 04:53:38.714603+00;"[""insurance"",""underwriting"",""risk"",""policy""]";[];Banking & Financial Services;Insurance;"[""Public Health""]";"[""Indian Institute of Foreign Trade"",""Narsee Monjee Institute"",""Oregon State University""]";$70,000;;"[""service"",""analytical"",""Numeracy"",""Attention to Detail""]";"[""policy"",""risk"",""Finance"",""Business"",""Accounting""]";"[""USA"",""UK"",""Australia""]";"[""Insurance"",""Government & Public Policy"",""Government & Public Sector"",""Banking & Financial Services"",""Insurance - Health"",""Insurance - Life"",""Insurance - Property"",""Microfinance""]";"[""Insurance"",""Cyber Insurance""]";"[""Banking & Insurance""]";;"[""Insurance Underwriter"",""Investment Analyst"",""Forensic Accountant"",""Actuary"",""Compliance Officer"",""Economist"",""Budget Analyst"",""Financial Planner"",""Investment Banker""]";"[""Financial Markets by Robert Shiller"",""Introduction to Financial Accounting"",""Financial Modeling & Valuation"",""Behavioral Finance"",""CFA Level 1 Prep""]";"[""Burundi""]"
