id;name;platform;url;domain;description;difficulty;duration;avg_rating;price_range;demand_level;avg_salary_usd;growth_trajectory;soft_skills;interests;countries_in_demand;icon_emoji;keywords;related_industries;related_sectors;related_domains;related_careers;related_job_roles;related_skills;related_subjects;related_universities;related_courses;related_countries;created_at
d0f10bb0-b276-4623-b7e4-99e46bfa83c5;The Science of Happiness;edX;https://www.edx.org/course/the-science-of-happiness;Wellness;Berkeley's positive psychology;Beginner;11 weeks;;Paid;High;$110,000;Rapid Growth;"[""analytical"",""discipline"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Problem Solving"",""Self-awareness"",""Emotional Intelligence"",""Analytical Thinking"",""Innovation"",""empathy"",""innovation"",""systems thinking"",""research"",""Communication"",""Attention to Detail"",""Organization"",""precision"",""patience"",""planning"",""negotiation"",""problem-solving"",""Creativity"",""creativity""]";"[""math"",""technology"",""sports"",""health"",""Data"",""Technology"",""Business"",""Programming"",""Computers"",""Personal Growth"",""Mental Health"",""Data Science"",""AI"",""animals"",""environment"",""Environment"",""Sustainability"",""Science"",""Mathematics"",""Visuals"",""Productivity"",""making"",""food"",""engineering""]";"[""USA"",""UK"",""Canada"",""India"",""Australia"",""Germany""]";📖;"[""happiness"",""psychology"",""berkeley""]";"[""Data Science & Analytics""]";"[""Data Science & Analytics""]";"[""Psychology"",""Cognitive Science"",""Actuarial Science"",""Forensic Science"",""Materials Science"",""Cosmetic Science"",""Data Science & Analytics"",""Library Science"",""Sports Science"",""Computer Science"",""Environmental Science"",""Theology"",""Thanatology"",""Audiology"",""Philosophy"",""Chronobiology""]";"[""Sports Science & Management"",""Veterinary Science"",""Environmental Science"",""Data Science"",""Psychology"",""Clinical Psychologist""]";;"[""Environmental Science""]";"[""Materials Science"",""Cognitive Science"",""Sports Science"",""Veterinary Science"",""Political Science"",""Computer Science"",""Data Science"",""Environmental Science"",""Behavioral Economics"",""Christian Theology""]";"[""Cochin University of Science and Technology"",""Korea Advanced Institute of Science and Technology"",""Indian Institute of Science"",""Hong Kong University of Science and Technology""]";"[""The Science of Well-Being"",""Data Science: [University Name] Course"",""Introduction to Computer Science and Programming Using Python"",""CS50: Introduction to Computer Science"",""Applied Data Science with Python"",""Python for Data Science"",""IBM Data Science Professional Certificate"",""The Science of Nutrition"",""Advanced Data Science with IBM""]";"[""Guinea"",""Belarus""]";2026-04-18 01:09:25.053447+00
8bf4e205-2e1f-479a-9af0-b8893f2e0d92;React Native Bootcamp;;;Mobile;;;;;;High;108000;Stable Growth;"[""research"",""analytical"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""planning"",""negotiation"",""problem-solving"",""Technical Aptitude"",""Curiosity"",""Forward Thinking""]";"[""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""making"",""food"",""engineering"",""property""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";📖;;;"[""Augmented Reality""]";;;;"[""React Native"",""React.js""]";;;"[""React Native - The Practical Guide"",""The Complete Android App Development Bootcamp"",""The Complete iOS App Development Bootcamp"",""Advanced React Patterns"",""Next.js & React - The Complete Guide"",""Modern React with Redux"",""Full Stack Web Development with React"",""Cloud Native Architecture"",""Behavioral Design Bootcamp"",""Clean Code Bootcamp"",""Flutter Bootcamp"",""The Complete Web Developer Bootcamp"",""Docker & Kubernetes Bootcamp"",""Penetration Testing Bootcamp""]";;2026-04-27 04:22:06.830109+00
4ac87f53-1173-4a16-8041-2df3e8de875f;The Business of Renewable Energy;edX;https://www.edx.org/course/the-business-of-renewable-energy-i-an-introduction;Energy;An introduction to the economics, policy, and technology behind renewable energy sources.;Beginner;6 weeks;4.5;$50-$200;High;$70,000;High;"[""Analytical Skills"",""Problem Solving""]";"[""Environment"",""Sustainability"",""Technology""]";"[""USA"",""Germany"",""UK""]";☀️;"[""renewable energy"",""sustainability"",""green technology""]";"[""Energy"",""Environmental Services"",""Engineering"",""Renewable Energy"",""Energy & Utilities"",""Energy Storage"",""Geothermal Energy""]";"[""Renewable Energy Development"",""Environmental Policy"",""Sustainable Business"",""Energy Storage"",""Wind Energy"",""Solar Energy"",""Business Travel"",""Alternative Energy"",""Energy Efficiency"",""Energy & Utilities""]";"[""Energy & Renewables"",""Sustainability & ESG"",""Sustainable Technologies"",""Energy Policy"",""Permaculture"",""Environmental Economics"",""Environmental Science"",""Renewable Materials"",""International Business"",""Business Administration"",""Petroleum Geology"",""Dendrology"",""Speleology"",""Sustainable Agriculture"",""Seismology""]";"[""Sustainability Manager"",""Renewable Energy Engineer"",""Environmental Consultant"",""Renewable Energy"",""Renewable Energy Consultant"",""Urban Farmer"",""Environmental Science""]";"[""Energy Analyst"",""Green Project Manager"",""Policy Advisor"",""Business Analyst"",""HR Business Partner"",""Energy Trader""]";"[""Policy Analysis"",""Environmental Impact Assessment"",""Project Management"",""Business Analysis""]";"[""Environmental Science"",""Economics"",""Engineering"",""Business Administration"",""Business Analytics"",""Business Law""]";"[""University of Queensland"",""ICFAI Business School"",""Indian School of Business"",""London Business School"",""University of New South Wales""]";"[""Introduction to Climate Change"",""Sustainable Energy Solutions"",""Renewable Energy Specialization"",""Excel Skills for Business Specialization"",""Excel Skills for Business"",""Business Analytics with Excel"",""Power BI for Business Analytics""]";"[""USA"",""Germany"",""UK"",""Gambia"",""Iraq""]";2026-04-14 04:57:03.362738+00
48428401-f057-48d8-a8dd-4eeb2b8aad18;CFA Level 1 Prep;Kaplan / Schweser;https://www.schweser.com/;Finance;Foundational investment analysis;Advanced;300 hours;;Paid;High;$75,000;Stable;"[""analytical"",""precision"",""Numeracy"",""Attention to Detail"",""Organization"",""Leadership"",""service"",""empathy"",""creativity"",""communication"",""planning"",""negotiation"",""Creativity"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""research"",""discipline"",""Self-awareness"",""Emotional Intelligence""]";"[""finance"",""Finance"",""Business"",""Accounting"",""Numbers"",""Management"",""Productivity"",""Data"",""policy"",""risk"",""law"",""education"",""technology"",""teaching"",""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""aviation"",""coding""]";"[""USA"",""UK"",""Australia"",""Canada"",""India"",""Germany""]";📖;"[""cfa"",""finance"",""investing""]";;;"[""Accounting & Finance""]";"[""Insurance Underwriter"",""Accountant"",""Bookkeeper"",""Chartered Accountant"",""Financial Analyst"",""Accounting & Finance"",""Investment Banking""]";;"[""Financial Modeling"",""Investment Analysis""]";"[""Finance""]";[];"[""PMP Certification Prep""]";"[""Iraq""]";2026-04-18 01:09:25.053447+00
64acc652-4dc5-4528-b601-3ae67bf05240;Copywriting Foundations - LinkedIn;;;Marketing;;;;;;Very High;70000;Stable Growth;"[""creativity"",""Leadership"",""Organization"",""Attention to Detail"",""Communication"",""Creativity"",""negotiation"",""analytical"",""Numeracy"",""precision"",""safety"",""Problem Solving"",""Analytical Thinking"",""planning"",""systems thinking"",""Technical Aptitude""]";"[""marketing"",""Business"",""Management"",""Productivity"",""Data"",""Marketing"",""Online"",""content"",""media"",""fashion"",""Design"",""Art"",""Visuals"",""music"",""arts"",""film"",""property"",""finance"",""Finance"",""Accounting"",""Numbers"",""geology"",""law"",""Technology""]";"[""USA"",""UK"",""Australia"",""Canada"",""India"",""Germany""]";📖;;"[""Educational Publishing"",""Cosmetics""]";;"[""Communications & PR"",""Comparative Literature""]";;;"[""Copywriting"",""Empathic Listening""]";;;"[""Copywriting Secrets"",""Cybersecurity Foundations - SANS"",""Foundations of Product Management"",""Growth Hacking Foundations"",""Rust Programming Foundations"",""Public Health Foundations""]";;2026-04-27 04:22:06.830109+00
084b0d52-1016-44cf-9037-848973027cb5;Introduction to Psychology;Coursera;https://www.coursera.org/learn/introduction-psychology;Psychology;An overview of the major fields within psychology, including cognitive, social, and developmental psychology.;Beginner;15 hours;4.8;$49/month subscription;Medium;$65,000;Medium;"[""Interpersonal Skills"",""Active Listening""]";"[""Psychology"",""Self-Improvement"",""Human Behavior""]";"[""USA"",""UK"",""Australia""]";🧠;"[""psychology"",""behavior"",""mind""]";"[""Healthcare"",""Education"",""Mental Health""]";"[""Therapy"",""Counseling"",""Research""]";"[""Cognitive Psychology"",""Primatology"",""Social Psychology"",""Psychology"",""Cognitive Science"",""Phenomenology"",""Developmental Psychology"",""Clinical Psychology"",""Counseling Psychology"",""Theology"",""Chiropractic"",""Thanatology"",""Audiology"",""Chronobiology""]";"[""Psychologist"",""Therapist"",""Counselor"",""Psychology"",""Clinical Psychologist"",""Sports Psychologist""]";"[""Mental Health Professional"",""Behavioral Analyst"",""Researcher""]";"[""Empathy"",""Critical Thinking"",""Observation Skills""]";"[""Psychology"",""Sociology"",""Philosophy"",""Counseling Psychology"",""Educational Psychology"",""Cognitive Science"",""Behavioral Economics"",""Christian Theology""]";"[""Yale University""]";"[""The Science of Well-Being"",""Introduction to Cognitive Neuroscience"",""Introduction to Artificial Intelligence"",""Introduction to Probability and Data"",""Introduction to Data Analysis Using Excel"",""Introduction to Financial Accounting"",""Introduction to Project Management"",""Introduction to Digital Marketing"",""Introduction to Accounting"",""Introduction to Computer Science and Programming Using Python"",""Introduction to Philosophy"",""Stanford Introduction to Food and Health"",""Introduction to Sustainability""]";"[""USA"",""UK"",""Canada"",""Iraq""]";2026-04-14 04:57:03.173476+00
093cff60-1d9f-488a-8f6e-d28e5b43ddd6;SEO Mastery 2024;;;Digital Marketing;;;;;;High;$45K-$100K;Stable Growth;"[""creativity"",""Leadership"",""Organization"",""Attention to Detail"",""Communication"",""Creativity"",""analytical""]";"[""marketing"",""Business"",""Management"",""Productivity"",""Data"",""Marketing"",""Online"",""content"",""media"",""fashion"",""Design"",""Art"",""Visuals"",""music"",""arts"",""film"",""business""]";"[""USA"",""UK"",""Australia"",""Canada"",""India""]";📖;;"[""IT Services"",""MarTech"",""Luxury Goods""]";;;;"[""SEO Specialist""]";"[""SEO"",""BlazeMeter""]";;;"[""SEO Fundamentals"",""Content Marketing Mastery"",""CSS Grid & Flexbox Mastery"",""Git & GitHub Mastery"",""Java Spring Boot Mastery"",""Node.js Backend Mastery"",""Power BI Mastery"",""Public Speaking Mastery"",""Negotiation Mastery""]";;2026-04-27 04:22:06.830109+00
2560e449-f96a-495e-9750-f9365ef25011;Google UX Design Certificate;Coursera;https://www.coursera.org/professional-certificates/google-ux-design;Design;Entry-level UX design path;Beginner;6 months;;Paid;High;95000;Stable Growth;"[""Creativity"",""Attention to Detail"",""creativity"",""planning"",""negotiation"",""Leadership"",""Organization"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""innovation"",""patience"",""empathy"",""safety"",""Analytical Skills"",""public health"",""analytical"",""Critical Thinking"",""Logical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence"",""outdoors""]";"[""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""design"",""art"",""arts"",""engineering"",""property"",""Business"",""Management"",""Productivity"",""Data"",""technology"",""Technology"",""Cloud Computing"",""IT"",""environment"",""nature"",""food"",""animals"",""energy"",""Environment""]";"[""USA"",""UK"",""Australia"",""Germany"",""Canada"",""India""]";📖;"[""ux"",""google"",""design""]";"[""Interior Design"",""Luxury Goods""]";"[""UI/UX Design"",""Architecture & Design""]";"[""Permaculture"",""Graphic Design"",""Industrial Design"",""Fashion Design"",""Interior Design"",""Design (UI/UX)""]";"[""Graphic Design"",""UX/UI Design"",""Fashion Design"",""Urban Planning"",""Illustrator"",""Interior Designer"",""Landscape Architect"",""Architecture"",""Industrial Designer""]";"[""ASIC Design Engineer""]";"[""Adobe Photoshop"",""UX Design"",""SEO"",""Adobe XD"",""Adobe Illustrator"",""3D Modeling"",""CSS3"",""Customer Empathy"",""TensorFlow"",""Motion Design"",""UI Design"",""Figma"",""SEM / Google Ads"",""Google Cloud Platform"",""Design Systems"",""Domain Driven Design"",""Design Thinking"",""UI/UX Design"",""Graphic Design"",""Bubble.io""]";"[""Interior Design"",""Game Design"",""Graphic Design"",""Fashion Design"",""Communication Design"",""Costume Design"",""Curriculum Design"",""Design Anthropology"",""Animation"",""Industrial Design""]";"[""NID Ahmedabad"",""JNU Delhi"",""Pontificia Universidad Católica de Chile""]";"[""Google Data Analytics Certificate"",""Figma UI/UX Design Essentials"",""Google IT Support Professional Certificate"",""Google Digital Marketing Certificate"",""Google Project Management Certificate"",""Google IT Support Certificate"",""Fundamentals of Graphic Design"",""Design Thinking for Innovation"",""Meta Social Media Marketing Certificate"",""IBM Data Science Professional Certificate"",""Design Systems with Figma"",""Human-Centered Design - IDEO"",""Behavioral Design Bootcamp"",""Game Design with Unity""]";;2026-04-18 01:09:25.053447+00
03a2fde2-711e-44ab-8adf-478f081bc7f5;Strategy & Growth Programs;Reforge;https://www.reforge.com/;Business;Reforge growth curriculum;Advanced;6 weeks;;Paid;High;$80,000;Stable;"[""negotiation"",""Leadership"",""Organization"",""Attention to Detail"",""analytical"",""Numeracy"",""precision"",""creativity"",""Communication"",""Creativity"",""safety"",""Problem Solving"",""Analytical Thinking"",""planning"",""service"",""systems thinking"",""Technical Aptitude"",""organization"",""problem-solving"",""Logical Thinking"",""empathy"",""discipline"",""research"",""Self-awareness""]";"[""property"",""Business"",""Management"",""Productivity"",""Data"",""finance"",""Finance"",""Accounting"",""Numbers"",""marketing"",""Marketing"",""Online"",""geology"",""law"",""Technology"",""Security"",""Computers"",""operations"",""business"",""policy"",""risk"",""Design"",""Art"",""Visuals""]";"[""USA"",""UK"",""Australia"",""Canada"",""India"",""Germany""]";📖;"[""growth"",""strategy"",""reforge""]";"[""Consulting - Strategy""]";;"[""Business Administration""]";"[""Real Estate"",""Human Resources"",""Entrepreneurship"",""Supply Chain & Logistics"",""Accounting & Finance"",""Product Management"",""Investment Banking"",""Marketing & Advertising""]";"[""Growth Hacker"",""Growth Marketer""]";"[""Growth Hacking"",""Brand Strategy"",""Strategic Planning"",""Excel & Spreadsheets"",""Content Strategy""]";;[];"[""Disruptive Strategy"",""Growth Hacking Foundations""]";"[""Grenada"",""Iraq""]";2026-04-18 01:09:25.053447+00
f72312b4-5797-4433-bcc4-eeaf3e242ad8;Intro to Quantum Computing;;;Technology;;;;;;High;125000;Rapidly Growing;"[""systems thinking"",""planning"",""Technical Aptitude"",""Problem Solving"",""negotiation"",""organization"",""safety"",""design"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Attention to Detail"",""Organization"",""Logical Thinking"",""research"",""innovation"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages""]";"[""technology"",""engineering"",""Technology"",""Cloud Computing"",""IT"",""property"",""events"",""ocean"",""home"",""math"",""Data"",""Business"",""Visuals"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";📖;;"[""Edge Computing"",""Cloud Computing""]";"[""Cloud Computing"",""AI Tooling""]";"[""Quantum Computing"",""Cloud Computing"",""Astronomy & Astrophysics""]";"[""Quantum Computing"",""Cloud Computing & DevOps""]";;"[""CockroachDB""]";"[""Quantum Physics""]";"[""École Polytechnique"",""EPFL"",""Cornell Tech""]";;;2026-04-27 04:22:06.830109+00
ca0abc8a-c81e-4f67-ac8d-5485f2eacc85;Computer Vision Nanodegree;;;Technology;;;;;;Very High;135000;Rapidly Growing;"[""Logical Thinking"",""Problem Solving"",""organization"",""safety"",""design"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Attention to Detail"",""Organization"",""research"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages"",""service"",""planning"",""Technical Aptitude""]";"[""Technology"",""Programming"",""Computers"",""events"",""ocean"",""home"",""math"",""technology"",""Data"",""Business"",""Visuals"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""food""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";📖;;"[""AR/VR & Metaverse""]";"[""Computer Vision""]";"[""Computer Science""]";;;"[""Computer Vision"",""Diffusion Models""]";"[""Computer Graphics"",""Computer Networks"",""Computer Science""]";"[""Cornell Tech""]";"[""Introduction to Computer Science and Programming Using Python"",""CS50: Introduction to Computer Science""]";;2026-04-27 04:22:06.830109+00
69beeb9e-5a18-4592-8989-41ecc3894823;Songwriting;Coursera;https://www.coursera.org/learn/songwriting;Arts;Crafting songs that connect;Beginner;21 hours;;Paid;Medium;$35K-$150K+;Diverse revenue streams;"[""creativity"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving""]";"[""music"",""arts"",""film"",""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""media"",""engineering"",""design"",""art"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT""]";"[""USA"",""UK"",""Australia"",""Germany""]";📖;"[""songwriting"",""music""]";"[""Online Gaming""]";;"[""Music & Audio Production""]";"[""Music & Audio""]";;"[""Empathic Listening""]";"[""Music Theory""]";[];;;2026-04-18 01:09:25.053447+00
a5006c57-0a48-45a0-a311-65e941908675;The Science of Well-Being;Coursera;https://www.coursera.org/learn/the-science-of-well-being;Psychology;Learn about the science of happiness and how to cultivate well-being in your own life.;Beginner;10 hours;4.9;Free;Medium;$60,000;Medium;"[""Self-awareness"",""Emotional Intelligence""]";"[""Personal Growth"",""Mental Health""]";"[""USA"",""Canada"",""Australia""]";😊;"[""well-being"",""happiness"",""psychology""]";"[""Healthcare"",""Education"",""Human Resources"",""Data Science & Analytics""]";"[""Mental Health"",""Coaching"",""Personal Development"",""Data Science & Analytics"",""Active Living""]";"[""Mindfulness"",""Psychology"",""Behavioral Science"",""Positive Psychology"",""Sports Science"",""Veterinary Science"",""Cognitive Science"",""Cosmetic Science"",""Library Science"",""Political Science"",""Computer Science"",""Actuarial Science"",""Data Science & Analytics"",""Theology"",""Thanatology"",""Physical Therapy""]";"[""Life Coach"",""Therapist"",""HR Specialist"",""Veterinary Science"",""Sports Science & Management"",""Data Science"",""Environmental Science"",""Psychology"",""Clinical Psychologist"",""Sports Psychologist""]";"[""Wellness Coach"",""Mental Health Advocate"",""Employee Wellbeing Manager""]";"[""Interpersonal Skills"",""Mindfulness"",""Stress Management"",""Environmental Science""]";"[""Psychology"",""Sociology"",""Health Sciences"",""Cognitive Science"",""Sports Science"",""Veterinary Science"",""Political Science"",""Environmental Science"",""Materials Science"",""Computer Science"",""Data Science"",""Behavioral Economics"",""Christian Theology""]";"[""Yale University"",""Cochin University of Science and Technology"",""Korea Advanced Institute of Science and Technology"",""Indian Institute of Science"",""Hong Kong University of Science and Technology""]";"[""Mindfulness Meditation"",""Introduction to Psychology"",""The Science of Happiness"",""Data Science: [University Name] Course"",""Advanced Data Science with IBM"",""Introduction to Computer Science and Programming Using Python"",""The Science of Nutrition"",""IBM Data Science Professional Certificate"",""CS50: Introduction to Computer Science"",""Applied Data Science with Python"",""Python for Data Science""]";"[""USA"",""UK"",""Australia"",""Belarus""]";2026-04-14 04:57:00.518007+00
0ea543ef-adda-436f-a50c-8e9fb279be15;Notion Productivity OS;;;Technology;;;;;;High;$85,000;Stable with leadership paths;"[""organization"",""analytical"",""Leadership"",""Organization"",""empathy"",""creativity"",""communication"",""research"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Curiosity"",""Forward Thinking"",""Creativity"",""Attention to Detail"",""safety"",""design"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Logical Thinking"",""innovation"",""systems thinking"",""Self-awareness""]";"[""events"",""business"",""Business"",""Management"",""Productivity"",""education"",""technology"",""teaching"",""film"",""arts"",""media"",""fashion"",""beauty"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Future"",""Design"",""Art"",""Visuals"",""ocean"",""home""]";"[""USA"",""UK"",""Australia"",""Canada"",""India"",""Germany"",""Bosnia and Herzegovina"",""Bhutan"",""Iraq"",""Angola""]";📖;;"[""Non-Profit & NGOs"",""Information Security"",""Non-Profit Healthcare"",""Education & EdTech"",""Higher Education""]";"[""Non-Profit"",""Education"",""Application Security"",""K-12 Education"",""Coding Education""]";"[""Product Management"",""Education & Teaching"",""Human-Computer Interaction"",""Early Childhood Education"",""Mass Communication"",""Information Systems""]";"[""Product Manager"",""Product Management"",""Education & Teaching"",""Computational Linguist"",""Urban Planning""]";"[""Product Manager"",""AI Product Manager"",""Professor / Academic"",""Project Manager""]";"[""Product Management"",""Python Programming"",""Cross-functional Collaboration"",""Data Visualization"",""Problem Solving"",""Cybersecurity"",""Cloud Security"",""Computer Vision"",""Network Security"",""Project Management""]";"[""Education"",""Special Education"",""Information Systems"",""Educational Psychology"",""Educational Technology"",""Business Administration""]";;"[""The Complete Productivity Bootcamp""]";;2026-04-27 04:22:06.830109+00
54e28804-36fd-4c98-9e0e-6e6eae8e22f6;Advanced Algorithms - Princeton;;;Technology;;;;;;Very High;$90,000;High;"[""organization"",""safety"",""design"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Attention to Detail"",""Organization"",""Logical Thinking"",""research"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages"",""service"",""planning"",""Technical Aptitude""]";"[""events"",""ocean"",""home"",""math"",""technology"",""Data"",""Technology"",""Business"",""Visuals"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""food""]";"[""USA"",""UK"",""Canada"",""Australia"",""Germany"",""India""]";📖;;;"[""Algorithmic Trading""]";;;;"[""AlphaFold""]";"[""Algorithms"",""Algebraic Topology""]";"[""Korea Advanced Institute of Science and Technology"",""Princeton University""]";"[""Advanced React Patterns"",""Advanced Data Science with IBM"",""Algorithms Specialization - Stanford"",""JavaScript Algorithms & Data Structures"",""Algorithms Specialization"",""Data Structures & Algorithms in Python""]";;2026-04-27 04:22:06.830109+00
3e8230ca-b318-4ba5-a2d8-a4c06d731064;Meta Back-End Developer Certificate;Coursera;https://www.coursera.org/professional-certificates/meta-back-end-developer;Web Development;Backend development with Python;Beginner;8 months;;Paid;High;$70K-$180K;Stable Growth;"[""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""planning"",""research"",""analytical"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""Technical Aptitude"",""Curiosity"",""Forward Thinking""]";"[""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""engineering"",""math"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports""]";"[""USA"",""India"",""UK"",""Germany"",""Canada"",""Australia""]";📖;"[""backend"",""meta"",""python""]";;;"[""Software Engineering""]";"[""Frontend Developer"",""Robotics Process Automation Developer""]";"[""Backend Developer"",""Full Stack Developer"",""Web Developer"",""App Developer"",""Frontend Developer"",""Mobile Developer"",""Game Developer"",""Developer Advocate"",""Mobile Game Developer"",""Blockchain Developer""]";"[""PyTorch"",""Go (Golang)"",""Node.js"",""Java"",""Backstage""]";"[""Web Development""]";[];"[""Meta Front-End Developer Certificate"",""Node.js Developer Course"",""TensorFlow Developer Certificate"",""Meta Social Media Marketing Certificate"",""The Complete Web Developer Bootcamp"",""Google UX Design Certificate"",""Google IT Support Professional Certificate"",""IBM Data Science Professional Certificate"",""Google Digital Marketing Certificate"",""Google Project Management Certificate"",""MEAN Stack Developer"",""CKAD - Kubernetes Application Developer"",""Solidity Developer Bootcamp"",""Google IT Support Certificate""]";;2026-04-18 01:09:25.053447+00
6fc56ab6-ff81-430a-99f5-67cca4457585;Adobe Illustrator Mega Course;Udemy;https://www.udemy.com/;Design;Vector graphics with Illustrator;Beginner;12 hours;;Paid;High;85000;Stable Growth;"[""creativity"",""Creativity"",""Attention to Detail"",""analytical"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""planning"",""discipline"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""innovation"",""safety"",""systems thinking"",""research"",""communication"",""negotiation""]";"[""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""research"",""psychology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""engineering"",""sports"",""math"",""technology"",""health"",""Data"",""Technology"",""Business"",""Programming""]";"[""USA"",""UK"",""Australia"",""Canada"",""India"",""Germany""]";📖;"[""illustrator"",""adobe""]";;;[];"[""Illustrator"",""Urban Planning"",""Interior Designer"",""Landscape Architect"",""Graphic Design"",""Architecture"",""UX/UI Design"",""Industrial Designer""]";;"[""Adobe Photoshop"",""UX Design"",""Adobe XD"",""Adobe Illustrator"",""3D Modeling"",""Motion Design"",""UI Design"",""Figma""]";"[""Cinematography""]";[];"[""Adobe Photoshop Masterclass""]";;2026-04-18 01:09:25.053447+00
