id;name;description;domain;related_skills;related_universities;related_domains;keywords;created_at;demand_level;avg_salary_usd;growth_trajectory;soft_skills;interests;countries_in_demand;related_industries;related_sectors;related_careers;related_job_roles;related_subjects;related_courses;related_countries
24d38b58-748a-4d6c-a289-5adc7e7655c7;Celtic Studies;;Islamic Studies;[];[];"[""Islamic Studies"",""Film Studies"",""Gender Studies"",""Museum Studies"",""Women's Studies"",""Theatre Studies"",""Religious Studies"",""Translation Studies""]";[];2026-04-27 04:20:58.388691+00;High;$65K-$130K;Steady;"[""analytical"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""Technical Aptitude"",""Communication"",""Leadership"",""Organization""]";"[""research"",""psychology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";;;;;;;
a5fa1f6e-96bd-4d02-be01-baef3e65ffed;Archaeology - Field;;General;[];"[""Arizona State University""]";"[""Archaeology"",""Speleology"",""Seismology""]";[];2026-04-27 04:20:58.388691+00;growing;$70,000;Medium;"[""discipline"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""empathy"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Problem Solving"",""Analytical Thinking"",""Innovation""]";"[""sports"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""psychology"",""math"",""technology"",""health"",""Data"",""Technology"",""Business"",""Programming"",""Computers"",""Data Science"",""AI""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";;"[""Field Sports""]";;"[""Field Marketing Manager""]";;;"[""Armenia""]"
e439c518-2e72-42e5-98e1-568c62465442;Ceramic Engineering;;Engineering;"[""ChatGPT Prompt Engineering"",""Civil Engineering"",""Mechanical Engineering"",""Prompt Engineering"",""D3.js"",""ClickHouse""]";"[""EPFL""]";"[""Ceramic Engineering"",""Electrical Engineering"",""Industrial Engineering"",""Petroleum Engineering"",""Marine Engineering"",""Biomedical Engineering"",""Nuclear Engineering"",""Automotive Engineering"",""Chemical Engineering""]";[];2026-04-27 04:20:58.388691+00;High;$65K-$130K;Essential infrastructure demand;"[""precision"",""service"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""empathy"",""creativity"",""communication"",""Creativity"",""Attention to Detail"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""engineering"",""Technical Aptitude"",""Leadership"",""Organization"",""Collaboration"",""research"",""analytical"",""Analytical Thinking""]";"[""making"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""education"",""teaching"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""music"",""arts"",""film"",""environment"",""energy""]";"[""USA"",""India"",""UK"",""Australia"",""Germany"",""Canada""]";"[""Civil Engineering"",""Engineering Procurement"",""Heavy Engineering"",""Marine Engineering""]";"[""Engineering Education""]";"[""Mechanical Engineering"",""Electrical Engineering"",""Software Engineering"",""Biomedical Engineering"",""Civil Engineering"",""Aerospace Engineering""]";"[""Engineering Manager""]";"[""Chemical Reaction Engineering"",""Chemical Engineering"",""Software Engineering"",""Electronics Engineering"",""Mechanical Engineering"",""Aerospace Engineering"",""Biomedical Engineering"",""Civil Engineering"",""Electrical Engineering"",""Industrial Engineering""]";"[""Data Engineering with Snowflake"",""Engineering Leadership Track"",""Prompt Engineering Professional"",""Site Reliability Engineering"",""Prompt Engineering for ChatGPT""]";"[""Guinea""]"
356a279b-babf-47de-9010-05ce2bd694b7;Fine Arts;Study of visual arts including painting, sculpture, and drawing;Arts & Humanities;"[""3D Modeling & Animation"",""Photography"",""Graphic Design""]";[];"[""Art History"",""Visual Arts"",""Design"",""Fine Arts"",""Culinary Arts"",""Performing Arts"",""Cinematography""]";[];2026-04-13 17:02:21.176479+00;Medium;$60,000;From cook to executive chef;"[""patience"",""creativity"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""problem-solving"",""Collaboration"",""negotiation"",""service"",""Logical Thinking"",""innovation"",""safety"",""Analytical Skills"",""Communication"",""analytical"",""Leadership"",""Organization"",""empathy"",""Self-awareness"",""Emotional Intelligence""]";"[""food"",""arts"",""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""media"",""engineering"",""design"",""art"",""film"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""music"",""coding"",""Mobile Apps"",""Programming"",""Web Development"",""Coding"",""property""]";"[""USA"",""UK"",""Australia"",""Germany"",""India"",""Canada""]";"[""Leather Products"",""Cinema & Theatre"",""Architectural Services"",""Live Events""]";"[""Fine Arts"",""Arts & Creative"",""Arts & Culture"",""Culinary Arts""]";"[""Culinary Arts""]";[];"[""Visual Arts"",""Performing Arts""]";[];
0c0dc64d-49cd-474d-ba71-02b21aae4b81;Computer Networks;Communication between computers;Technology;"[""Computer Vision"",""ASP.NET"",""Cloudflare Workers"",""CockroachDB""]";"[""Lancaster University"",""Cornell Tech""]";"[""Computer Science""]";"[""networks"",""tcp/ip"",""cs""]";2026-04-18 01:05:59.768509+00;Very High;135000;Rapidly Growing;"[""Logical Thinking"",""Problem Solving"",""organization"",""safety"",""design"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Attention to Detail"",""Organization"",""research"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages"",""service"",""planning"",""Technical Aptitude""]";"[""Technology"",""Programming"",""Computers"",""events"",""ocean"",""home"",""math"",""technology"",""Data"",""Business"",""Visuals"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""food""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Mobile Networks"",""Internet of Things"",""Retail & E-commerce""]";"[""Computer Vision""]";[];[];"[""Computer Science"",""Computer Graphics""]";"[""Introduction to Computer Science and Programming Using Python"",""Computer Vision Nanodegree"",""CS50: Introduction to Computer Science"",""Neural Networks from Scratch"",""AI for Everyone - Coursera""]";
1a75a2fc-80de-43d7-9394-9c75df1e49c2;Architecture;Study of designing buildings and physical structures;Design;"[""Civil Engineering"",""3D Modeling & Animation"",""Graphic Design"",""Cloud Architecture""]";"[""Arizona State University"",""École Polytechnique"",""Politecnico di Milano""]";"[""Interior Design"",""Urban Design"",""Architecture"",""Landscape Architecture"",""Archaeology""]";[];2026-04-13 17:02:21.176479+00;High;95000;Stable Growth;"[""planning"",""creativity"",""Creativity"",""Attention to Detail"",""negotiation"",""Leadership"",""Organization"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""precision"",""problem-solving"",""Logical Thinking"",""service"",""Collaboration"",""innovation"",""empathy"",""communication"",""safety"",""Analytical Skills"",""research"",""analytical"",""Analytical Thinking"",""Innovation""]";"[""engineering"",""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""property"",""Business"",""Management"",""Productivity"",""Data"",""technology"",""Technology"",""Cloud Computing"",""IT"",""beauty"",""media"",""film"",""making"",""music"",""coding"",""Programming""]";"[""USA"",""UK"",""Australia"",""Germany"",""Canada"",""India""]";"[""Architecture"",""Architectural Services""]";"[""Architecture & Design""]";"[""Architecture""]";[];;"[""Cloud Native Architecture""]";"[""Côte d'Ivoire"",""Armenia""]"
53448614-d12f-4034-9816-6332047b6e3d;Anatomy;Structure of organisms;Sciences;[];[];[];"[""anatomy"",""body"",""structure""]";2026-04-18 01:05:59.768509+00;High;$80,000;Strong Growth;"[""empathy"",""research"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""creativity"",""discipline"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail""]";"[""medicine"",""health"",""biology"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion"",""psychology"",""sports"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Dermatology""]";[];[];[];;"[""Anatomy Specialization""]";"[""Cambodia"",""Angola"",""Bosnia and Herzegovina""]"
fdfcec17-5dec-40e4-bd7b-f5c973965797;Photography;Capturing images;Arts;"[""Photography""]";"[""Kyoto University""]";"[""Photography"",""Cinematography""]";"[""photography"",""images"",""art""]";2026-04-18 01:05:59.768509+00;Medium;$30K-$80K;Steady;"[""creativity"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""Communication"",""analytical"",""Leadership"",""Organization"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""negotiation"",""service"",""problem-solving"",""Logical Thinking"",""innovation"",""safety"",""Analytical Skills""]";"[""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""beauty"",""media"",""engineering"",""film"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""music"",""Marketing"",""Business"",""Online"",""marketing"",""content"",""business"",""Management""]";"[""USA"",""UK"",""Australia"",""Germany"",""India"",""Canada""]";[];[];"[""Illustrator"",""Photographer"",""Curator"",""Ceramist""]";"[""Photographer"",""Curator""]";;"[""Photography Basics""]";
fe3a1fb2-4c3b-49e9-aab1-cac6886f1e98;Earth Sciences;Geology, oceanography, atmosphere;Sciences;[];"[""All India Institute of Medical Sciences"",""University of New South Wales""]";"[""Mining Engineering"",""Marine Biology"",""Geology & Earth Sciences"",""Oceanography"",""Speleology"",""Soil Science"",""Plant Science""]";"[""geology"",""earth"",""oceanography""]";2026-04-18 01:05:59.768509+00;High;$55K-$110K;Stable;"[""safety"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""creativity"",""empathy"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication""]";"[""geology"",""ocean"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion"",""psychology"",""sports"",""health"",""medicine"",""biology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Mining & Metals"",""Material Sciences"",""Healthcare & Life Sciences"",""Fisheries"",""Gas Utilities""]";"[""Healthcare & Life Sciences""]";"[""Geologist"",""Volcanologist"",""Oceanographer""]";"[""Geologist""]";"[""Atmospheric Sciences""]";[];
986d98e0-776e-4248-adb4-2ffcb2811880;Electrical Machines;;Engineering;"[""Caliper""]";"[""ETH Zurich"",""Delhi Technological University"",""NIT Trichy""]";"[""Electrical Engineering""]";[];2026-04-27 04:20:58.388691+00;High;$65K-$130K;Growing with IoT and EV demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""IT Services"",""Electric Vehicles"",""Elevator & Escalator"",""Gas Utilities"",""Chemical & Materials""]";;"[""Electrical Engineering""]";"[""Electrical Engineer""]";"[""Electrical Engineering""]";;
65893cc6-cd46-47bd-a792-4cf089493496;Climate Modeling;;Design;"[""3D Modeling & Animation"",""3D Modeling"",""Financial Modeling"",""D3.js"",""Diffusion Models"",""AlphaFold""]";"[""EPFL"",""ISI Kolkata"",""Ohio State University""]";"[""Agriculture & Farming""]";[];2026-04-27 04:20:58.388691+00;High;$110,000;Rapid Growth;"[""innovation"",""creativity"",""Creativity"",""Attention to Detail"",""problem-solving"",""Problem Solving"",""Collaboration"",""planning"",""negotiation"",""precision"",""service"",""Logical Thinking"",""systems thinking"",""safety"",""Analytical Skills"",""Technical Aptitude"",""empathy"",""research"",""discipline"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""analytical""]";"[""environment"",""beauty"",""fashion"",""Design"",""Art"",""Visuals"",""film"",""arts"",""technology"",""coding"",""Technology"",""Mobile Apps"",""Programming"",""Web Development"",""Coding"",""music"",""media"",""engineering"",""property"",""making"",""policy"",""aviation"",""Computers"",""Computer Science""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";"[""Climate Tech""]";"[""Climate Tech""]";;"[""Climate Risk Analyst""]";;"[""Climate Change Solutions"",""Financial Modeling & Valuation"",""Blender 3D Modeling Bootcamp""]";"[""Gambia"",""Belize"",""Bolivia""]"
cbb8650b-d882-41f9-90c3-7be4828ee938;Construction Law;;Law;[];[];"[""Construction Management"",""Law & Legal Studies"",""Welding & Fabrication"",""Taxation""]";[];2026-04-27 04:20:58.388691+00;High;$75,000;Steady;"[""analytical"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""service"",""precision"",""creativity"",""Creativity"",""Attention to Detail"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""Leadership"",""Organization"",""Technical Aptitude"",""Analytical Thinking""]";"[""law"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""policy"",""aviation"",""making"",""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""India"",""UK"",""Australia"",""Germany"",""Canada""]";"[""Construction Equipment"",""Modular Construction"",""Construction & Real Estate"",""Construction"",""LegalTech"",""Iron & Steel"",""Cement & Concrete""]";"[""Construction Tech"",""Real Estate & Construction""]";"[""Law""]";"[""Construction Manager""]";"[""Contract Law"",""Cyber Law"",""Law"",""Constitutional Law"",""Business Law"",""Criminal Law"",""International Law""]";"[""PMP Certification Prep""]";
bf1e8807-a56e-485f-aed8-10f11d7b5e11;Industrial Design;Designing mass-produced products;Design;"[""UX Design"",""UI/UX Design"",""Motion Design"",""Graphic Design"",""Design Systems"",""Domain Driven Design"",""Design Thinking"",""UI Design""]";"[""JNU Delhi"",""Banaras Hindu University"",""NIT Trichy"",""Institut Polytechnique de Paris"",""Indian School of Business""]";"[""Industrial Design"",""Design (UI/UX)"",""Fashion Design"",""Interior Design"",""Industrial Engineering"",""Graphic Design""]";"[""industrial design"",""products""]";2026-04-18 01:05:59.768509+00;High;95000;Stable Growth;"[""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""Leadership"",""Organization"",""Technical Aptitude"",""analytical"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""discipline""]";"[""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""environment"",""energy"",""Environment"",""Sustainability"",""music"",""arts"",""film""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";"[""Manufacturing & Industrial"",""Industrial Automation"",""Industrial Robotics"",""Interior Design"",""Electric Vehicles""]";"[""UI/UX Design"",""Architecture & Design""]";"[""Industrial Designer"",""Fashion Design"",""UX/UI Design"",""Graphic Design""]";"[""Industrial Designer"",""Industrial Engineer"",""ASIC Design Engineer""]";"[""Interior Design"",""Game Design"",""Graphic Design"",""Fashion Design"",""Industrial Engineering"",""Communication Design"",""Costume Design"",""Curriculum Design"",""Design Anthropology""]";"[""Fundamentals of Graphic Design"",""Behavioral Design Bootcamp"",""Design Systems with Figma"",""Game Design with Unity"",""Human-Centered Design - IDEO"",""Mobile UX Design"",""Google UX Design Certificate"",""Design Thinking for Innovation"",""Figma UI/UX Design Essentials""]";
c7ed563a-c8e8-4bf9-b754-b7fa58b829ec;Electromagnetism;Electric and magnetic phenomena;Sciences;"[""Electron""]";"[""California Institute of Technology"",""Princeton University""]";"[""Cryogenics"",""Physics"",""Telecommunications""]";"[""electromagnetism"",""fields"",""physics""]";2026-04-18 01:05:59.768509+00;High;$65K-$130K;Essential infrastructure demand;"[""analytical"",""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""research"",""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Internet of Things"",""Electric Vehicles"",""Elevator & Escalator""]";[];[];"[""Physicist""]";;"[""Neural Networks from Scratch""]";
f66ae7c0-7b9c-4290-b9ff-5f98cd9b3ab1;Counseling Psychology;;Social Sciences;[];"[""Nanyang Polytechnic""]";"[""Counseling Psychology"",""Clinical Psychology"",""Psychology"",""Audiology""]";[];2026-04-27 04:20:58.388691+00;High;$70,000;Rapid Growth;"[""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""creativity"",""discipline"",""research"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail""]";"[""psychology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion"",""sports"",""health"",""medicine"",""biology"",""policy"",""math""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Hearing Aids""]";"[""Counseling Services""]";"[""Psychology""]";;"[""Psychology"",""Educational Psychology""]";"[""Introduction to Psychology""]";
82c866a7-f2d6-463d-932e-4a70460df171;Architectural History;;Humanities;"[""Storytelling"",""Critical Thinking"",""Research & Development"",""Project Management""]";"[""Politecnico di Milano"",""Technical University of Munich"",""Delft University of Technology"",""Georgia Institute of Technology"",""Hitotsubashi University""]";"[""History"",""Art History"",""Architecture"",""Landscape Architecture"",""Structural Engineering"",""Archaeology""]";[];2026-04-27 04:20:58.388691+00;Medium;85000;Stable Growth;"[""Communication"",""Analytical Skills"",""organization"",""analytical"",""empathy"",""creativity"",""communication""]";"[""Data"",""Business"",""Visuals"",""events"",""research"",""education"",""technology"",""teaching""]";"[""USA"",""UK"",""Australia"",""Canada"",""India"",""Germany""]";"[""Architectural Services"",""Architecture"",""Libraries & Archives"",""Real Estate"",""Luxury Goods""]";"[""Architectural Visualization"",""Architecture & Design"",""Cultural Heritage"",""Arts & Culture"",""Arts & Creative""]";"[""Architecture"",""Historian"",""Archaeologist"",""Curator"",""Restoration Ecologist"",""Museum Curator""]";"[""Architect"",""Archaeologist"",""Curator"",""Building Inspector""]";"[""Australian History"",""Dance History"",""History""]";"[""Modern World History"",""Storytelling for Influence"",""Data Storytelling Bootcamp""]";"[""Estonia"",""Armenia""]"
55392fd8-ea6b-4307-bb24-18602a34d784;Nursing;Patient care and clinical practice;Health;"[""Nursing & Patient Care"",""Empathic Listening""]";"[""Birkbeck University of London"",""Middlesex University"",""University of Vienna"",""Brown University"",""Kyoto University"",""Concordia University"",""Aligarh Muslim University"",""Case Western Reserve University"",""Banaras Hindu University"",""Curtin University"",""Edinburgh Napier University"",""Brigham Young University"",""University of New South Wales"",""Cranfield University"",""Indiana University Bloomington"",""Aarhus University"",""Erasmus University Rotterdam"",""Keio University"",""Nanyang Polytechnic"",""Ohio State University"",""Oregon State University"",""Pondicherry University"",""Osaka University"",""Massey University"",""Monash University Malaysia"",""Anna University"",""Brandeis University"",""Drexel University"",""KIIT University"",""Cardiff University""]";"[""Nursing""]";"[""nursing"",""patient care"",""clinical""]";2026-04-18 01:05:59.768509+00;Very High;$80,000;Diverse specialization opportunities;"[""empathy"",""innovation"",""analytical"",""safety"",""systems thinking"",""Analytical Skills"",""Problem Solving"",""Critical Thinking"",""Logical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence"",""research"",""planning"",""negotiation"",""problem-solving"",""precision"",""creativity"",""discipline"",""Interpersonal Skills"",""Active Listening"",""service"",""Communication""]";"[""medicine"",""health"",""environment"",""research"",""geology"",""ocean"",""math"",""technology"",""Environment"",""Sustainability"",""Technology"",""Data"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""Personal Growth"",""Mental Health"",""biology"",""animals"",""engineering"",""property"",""coding""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";"[""Healthcare Services"",""Healthcare & Life Sciences"",""Nursing Services"",""Nutraceuticals"",""Hearing Aids""]";"[""Clinical Medicine""]";"[""Nursing""]";"[""Nurse"",""Biostatistician""]";;[];
d2a0c35e-a818-4956-9030-5f381031bca8;Special Education;Teaching learners with diverse needs;Education;[];"[""Manipal Academy of Higher Education""]";"[""Disability Studies"",""Education & Teaching"",""Early Childhood Education""]";"[""special education"",""inclusion""]";2026-04-18 01:05:59.768509+00;High;$85,000;Stable with leadership paths;"[""empathy"",""creativity"",""communication"",""research"",""analytical"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""planning"",""negotiation"",""problem-solving""]";"[""education"",""technology"",""teaching"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""making"",""food""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";"[""Education & EdTech"",""Higher Education"",""K-12 Education"",""Educational Publishing"",""Non-Profit & NGOs""]";"[""K-12 Education"",""Education"",""Children's Education"",""Coding Education"",""Education Technology"",""Engineering Education"",""Finance Education"",""Childcare & Early Education"",""Higher Education""]";"[""Education & Teaching""]";[];"[""Education""]";"[""Notion Productivity OS""]";"[""Croatia""]"
9dd18929-f3d3-4e3e-bdbc-4c59c1bc530a;Operations Management;Managing production processes;Business;"[""CFD Simulation"",""Anchor (Solana)""]";"[""Loyola Marymount University"",""Erasmus University Rotterdam"",""Massey University"",""Goa Institute of Management""]";"[""Business Administration"",""Logistics & Supply Chain"",""Supply Chain Analytics"",""Operations Research""]";"[""operations"",""supply chain""]";2026-04-18 01:05:59.768509+00;High;50000;Critical post-pandemic importance;"[""planning"",""Leadership"",""Organization"",""Attention to Detail"",""analytical"",""Numeracy"",""service"",""precision"",""safety"",""research"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""negotiation""]";"[""operations"",""Business"",""Management"",""Productivity"",""Data"",""business"",""finance"",""Finance"",""Accounting"",""Numbers"",""policy"",""risk"",""law"",""ocean"",""math"",""technology"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Visuals"",""Programming"",""Computers""]";"[""USA"",""UK"",""Australia"",""Canada"",""India"",""Germany""]";"[""Logistics & Supply Chain"",""Asset Management"",""Facility Management"",""MarTech"",""Live Events"",""Consulting - Management""]";"[""Crisis Management""]";"[""Supply Chain & Logistics""]";"[""Logistics Manager"",""Creator Operations Manager"",""Marketing Operations Manager"",""Investment Operations Analyst""]";;"[""Algorithms Specialization - Stanford"",""PMP Certification Prep""]";"[""Botswana""]"
6c04c2e2-ee82-4b3e-895a-1d91ba089ce3;Game Design;Designing interactive games;Design;"[""CSS3"",""Figma"",""UX Design"",""Motion Design"",""UI Design"",""Graphic Design"",""UI/UX Design"",""Design Thinking"",""Design Systems"",""Domain Driven Design""]";"[""NID Ahmedabad"",""JNU Delhi"",""Institut Polytechnique de Paris""]";"[""Permaculture"",""Fashion Design"",""Graphic Design"",""Game Development"",""Industrial Design"",""Interior Design"",""Design (UI/UX)""]";"[""game"",""design"",""interactive""]";2026-04-18 01:05:59.768509+00;High;95000;Stable Growth;"[""creativity"",""Creativity"",""Attention to Detail"",""planning"",""problem-solving"",""Problem Solving"",""Collaboration"",""negotiation"",""Leadership"",""Organization"",""systems thinking"",""Technical Aptitude"",""innovation"",""patience"",""empathy"",""safety"",""Analytical Skills"",""public health"",""analytical"",""Critical Thinking"",""Logical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness""]";"[""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""engineering"",""technology"",""coding"",""Technology"",""Mobile Apps"",""Programming"",""Web Development"",""Coding"",""beauty"",""property"",""Business"",""Management"",""Productivity"",""Data"",""Cloud Computing"",""IT"",""environment""]";"[""USA"",""UK"",""Australia"",""India"",""Canada"",""Germany""]";"[""Fashion & Apparel"",""Fashion & Textiles"",""Architecture"",""Interior Design"",""Online Gaming""]";"[""UI/UX Design"",""Arts & Creative"",""Game Development"",""Architecture & Design""]";"[""Illustrator"",""Architecture"",""UX/UI Design"",""Graphic Design"",""Fashion Design"",""Game Development""]";"[""Architect"",""UX Designer"",""Game Developer"",""Game Producer"",""Mobile Game Developer"",""ASIC Design Engineer""]";"[""Interior Design"",""Graphic Design"",""Fashion Design"",""Industrial Design"",""Communication Design"",""Costume Design"",""Curriculum Design"",""Design Anthropology""]";"[""Google UX Design Certificate"",""UX Research Fundamentals"",""Fundamentals of Graphic Design"",""Game Design with Unity"",""Design Thinking for Innovation"",""Figma UI/UX Design Essentials"",""Game Development with Unity"",""Design Systems with Figma"",""Behavioral Design Bootcamp"",""Human-Centered Design - IDEO"",""Mobile UX Design""]";"[""Côte d'Ivoire""]"
