id;name;category;description;icon_emoji;parent_domain;keywords;created_at;industry;sector;related_careers;related_job_roles;related_universities;related_skills;related_subjects;demand_level;avg_salary_usd;growth_trajectory;soft_skills;interests;countries_in_demand;related_industries;related_sectors;related_courses;related_countries
62084129-7675-461d-b839-aafef6613b5e;Petroleum Engineering;Engineering;Extraction and production of oil and natural gas;🛢️;Engineering;"[""petroleum"",""oil"",""gas"",""drilling"",""reservoir engineering"",""energy""]";2026-03-09 03:31:51.075961+00;Manufacturing & Industrial;Energy & Utilities;"[""Civil Engineering"",""Biomedical Engineering"",""Mechanical Engineering""]";[];[];"[""Prompt Engineering"",""ChatGPT Prompt Engineering""]";"[""Thermodynamics"",""Ceramic Engineering"",""Chemical Reaction Engineering"",""Biomedical Engineering"",""Chemical Engineering""]";High;$95,000;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Manufacturing & Industrial"",""Oil & Gas"",""Energy & Utilities"",""Lithium Mining""]";"[""Energy & Utilities"",""Engineering Education""]";"[""Renewable Energy Specialization"",""Data Engineering with Snowflake"",""Prompt Engineering Professional"",""Prompt Engineering for ChatGPT"",""Engineering Leadership Track"",""Site Reliability Engineering""]";"[""Qatar"",""Malaysia"",""United Arab Emirates"",""Norway"",""Algeria"",""Kazakhstan"",""Brazil"",""Saudi Arabia"",""Russia"",""Canada"",""Nigeria"",""Iran"",""Colombia""]"
faecf9a8-f4fc-413f-a3da-9e16d58ef26b;Physical Therapy;Healthcare;Treatment of physical disabilities through exercises and massage;🏋️;;"[""physical therapy"",""rehabilitation"",""exercise"",""movement""]";2026-03-09 03:42:40.643507+00;Healthcare & Life Sciences;Gene Therapy;"[""Physiotherapist"",""Occupational Therapist"",""Biomedical Engineer"",""Radiographer""]";"[""Speech Therapist"",""Medical Doctor"",""Emergency Medical Technician"",""Biomedical Engineer"",""Clinical Research Coordinator"",""Biomedical Equipment Technician""]";"[""Medical University of Vienna"",""All India Institute of Medical Sciences""]";[];"[""Art Therapy"",""Physiology"",""Biophysics"",""Clinical Pathology""]";High;$70,000;Rapid Growth;"[""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""creativity"",""empathy"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail""]";"[""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion"",""psychology"",""sports"",""health"",""medicine"",""biology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Healthcare & Life Sciences"",""Pharmaceutical"",""Medical Tourism"",""Pharmaceuticals"",""Medical Devices"",""Dental Care"",""Nutraceuticals""]";"[""Gene Therapy"",""Digital Therapeutics"",""Pharmaceuticals"",""Medical Devices"",""Clinical Medicine""]";"[""The Science of Well-Being""]";"[""Bosnia and Herzegovina""]"
34af53e9-00ec-4b80-aabb-2fa555b873e7;Cloud Computing;Technology;Delivery of computing services over the internet;☁️;Computer Science;"[""cloud"",""AWS"",""Azure"",""GCP"",""DevOps"",""infrastructure"",""SaaS""]";2026-03-09 03:31:51.075961+00;Information Technology;DevOps & Infrastructure;"[""Cloud Computing & DevOps"",""Quantum Computing"",""Cloud Architect""]";[];"[""École Polytechnique"",""Tsinghua University"",""Curtin University"",""Hanyang University"",""Cornell Tech""]";"[""Microsoft Azure"",""Google Cloud Platform"",""Snowflake"",""Terraform"",""AWS"",""Go (Golang)"",""Cloud Architecture"",""Cloud Security"",""ClickHouse"",""Cloudflare Workers"",""CockroachDB"",""BeautifulSoup""]";[];High;125000;Rapidly Growing;"[""organization"",""safety"",""design"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Attention to Detail"",""Organization"",""Logical Thinking"",""research"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages"",""service"",""planning"",""Technical Aptitude""]";"[""events"",""ocean"",""home"",""math"",""technology"",""Data"",""Technology"",""Business"",""Visuals"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""food""]";"[""USA"",""UK"",""Canada"",""Australia"",""Germany"",""India""]";"[""Information Technology"",""Construction"",""Cloud Computing"",""Internet of Things"",""Retail & E-commerce"",""Online Gaming"",""Consulting - Management""]";"[""DevOps & Infrastructure"",""Cloud Computing"",""Algorithmic Trading"",""AI Tooling""]";"[""AWS Certified Cloud Practitioner"",""Intro to Quantum Computing"",""Google Cloud Digital Leader"",""Cloud Native Architecture"",""GCP Professional Cloud Architect"",""Microservices with Spring Boot"",""AI for Everyone - Coursera""]";
28461b85-2a6e-4261-9ff4-fc7f97422962;Product Management;Technology;Guiding product development from concept to market;📋;Business;"[""product management"",""roadmap"",""agile"",""scrum"",""product strategy"",""PRD""]";2026-03-09 03:31:51.075961+00;Information Technology;Event Management;"[""Product Management"",""Product Manager""]";"[""Product Manager"",""AI Product Manager""]";"[""Loyola Marymount University"",""ISI Kolkata"",""Goa Institute of Management""]";"[""Agile / Scrum"",""Product Management"",""ASP.NET"",""Ember.js"",""D3.js"",""Cassandra"",""Chakra UI"",""DynamoDB"",""Elixir"",""AlphaFold"",""Bubble.io"",""Anchor (Solana)""]";[];Very High;$80K-$200K;Stable;"[""analytical"",""Leadership"",""Organization"",""organization"",""safety"",""design"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Attention to Detail"",""Logical Thinking"",""research"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages"",""service"",""planning""]";"[""business"",""Business"",""Management"",""Productivity"",""events"",""ocean"",""home"",""math"",""technology"",""Data"",""Technology"",""Visuals"",""Data Science"",""AI"",""Mathematics"",""Science"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports""]";"[""USA"",""UK"",""Australia"",""Canada"",""Germany"",""India""]";"[""Information Technology"",""Asset Management"",""Facility Management"",""Household Products"",""MarTech"",""Esports"",""Automotive OEM"",""Consulting - Management"",""Automotive""]";"[""Crisis Management"",""Augmented Reality""]";"[""Product Management Fundamentals"",""Introduction to Project Management"",""Scrum Master Certification (PSM I)"",""Agile with Atlassian Jira"",""AI Product Management - Duke"",""Foundations of Product Management"",""Product Analytics with Mixpanel"",""Notion Productivity OS"",""PMP Certification Prep""]";"[""Burundi"",""Grenada"",""Haiti"",""Gambia"",""Angola"",""Benin""]"
f37dd499-e4f2-49dd-a0bb-8e0856b12205;Clinical Psychology;Healthcare;Assessment and treatment of mental illness and behavioral disorders;🧠;Psychology;"[""clinical psychology"",""therapy"",""counseling"",""mental health"",""psychotherapy""]";2026-03-09 03:31:51.075961+00;Healthcare & Life Sciences;Mental Health;"[""Psychology"",""Clinical Psychologist""]";[];[];[];"[""Counseling Psychology"",""Clinical Pathology"",""Educational Psychology"",""Psychology""]";Very High;$70,000;Rapid Growth;"[""empathy"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""creativity"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail""]";"[""psychology"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion"",""sports"",""health"",""medicine"",""biology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Mental Health & Wellness"",""Healthcare & Life Sciences"",""Hospital Chains""]";"[""Mental Health"",""Mental Health Services"",""Clinical Research"",""Clinical Medicine""]";"[""Introduction to Psychology""]";"[""Jamaica""]"
f6a95edd-181f-4c21-8b33-f3b3b6f3c400;Quality Assurance;Technology;Ensuring products meet quality standards through testing;✅;;"[""QA"",""quality assurance"",""testing"",""automation testing"",""manual testing"",""SDET""]";2026-03-09 03:31:51.075961+00;Information Technology;DevOps & Infrastructure;[];"[""Quality Assurance Analyst""]";"[""University of Vienna"",""Heriot-Watt University"",""University of New South Wales"",""Cranfield University"",""Ohio State University"",""Pondicherry University"",""Tel Aviv University"",""KIIT University""]";"[""Caliper""]";[];High;50000;Stable Growth;"[""research"",""analytical"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""planning"",""negotiation"",""problem-solving"",""Technical Aptitude"",""Curiosity"",""Forward Thinking""]";"[""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""making"",""food"",""engineering"",""property""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";"[""Information Technology""]";;[];
ae9cb114-0077-44ac-b56f-9389295808af;Content Creation & Media;Creative Arts;Producing digital content for various platforms and audiences;📱;Media & Entertainment;"[""content creation"",""social media"",""YouTube"",""podcasting"",""blogging"",""influencer""]";2026-03-09 03:31:51.075961+00;Entertainment & Media;Digital Content & Social Media;"[""Journalism & Media""]";[];"[""Concordia University"",""Jamia Millia Islamia""]";"[""Social Media Marketing"",""Content Strategy"",""Content Writing""]";[];High;$60,000;Stable Growth;"[""creativity"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""Communication"",""analytical"",""Leadership"",""Organization"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening""]";"[""content"",""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""media"",""engineering"",""design"",""art"",""arts"",""film"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""music"",""Marketing"",""Business"",""Online"",""marketing"",""business"",""Management""]";"[""USA"",""UK"",""India"",""Australia"",""Germany"",""Canada""]";"[""Creator Economy"",""Entertainment & Media"",""Educational Publishing"",""AR/VR & Metaverse"",""Live Events""]";"[""Digital Content & Social Media"",""Content Moderation"",""Media & Entertainment""]";"[""Meta Social Media Marketing Certificate"",""Introduction to Digital Marketing"",""Hootsuite Social Marketing Certification"",""Content Marketing Mastery""]";"[""Cambodia"",""Estonia"",""Latvia""]"
d5cc1170-376f-4e39-bdd3-88907456e21d;Public Health;Healthcare;Protecting and improving community health outcomes;🏥;Medicine;"[""public health"",""epidemiology"",""health policy"",""global health"",""disease prevention""]";2026-03-09 03:31:51.075961+00;Healthcare & Life Sciences;Public Health;"[""Public Health""]";[];[];"[""Public Speaking""]";"[""Public Health"",""Nutrition & Dietetics""]";High;$70,000;Rapid Growth;"[""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""creativity"",""empathy"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail""]";"[""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion"",""psychology"",""sports"",""health"",""medicine"",""biology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Healthcare & Life Sciences"",""Healthcare IT"",""Hearing Aids""]";"[""Public Health"",""Community Health"",""Mental Health"",""Behavioural Health"",""Mental Health Services""]";"[""Public Health Foundations"",""Public Speaking Mastery"",""Stanford Introduction to Food and Health""]";"[""Dominican Republic"",""Bosnia and Herzegovina""]"
7e783983-8cfb-4fec-86fd-f7bcfbcb7ca5;Translation Studies;Humanities;Theory and practice of translating between languages;🌐;;"[""translation"",""interpretation"",""languages"",""localization""]";2026-03-09 03:42:40.94683+00;Information Technology;Translation Services;"[""Translator"",""Education & Teaching"",""Diplomacy & International Relations"",""Computational Linguist""]";[];"[""Australian National University"",""Manipal Academy of Higher Education"",""Oregon State University"",""Seoul National University"",""National University of Singapore"",""Jamia Millia Islamia""]";"[""Sales & Negotiation"",""Negotiation"",""Conflict Mediation"",""Cross-functional Collaboration"",""Strategic Planning""]";"[""Asian Studies"",""African Studies"",""Celtic Studies"",""Cultural Studies"",""Education"",""International Relations""]";Medium;$60,000;Steady;"[""languages""]";"[""languages""]";"[""USA"",""UK"",""Canada"",""Australia"",""Germany"",""India""]";"[""Educational Publishing"",""International Schools""]";"[""Translation Services"",""Education"",""Children's Education"",""K-12 Education"",""Higher Education""]";"[""Negotiation Mastery"",""Leadership Communication"",""Design Thinking for Innovation""]";"[""United States"",""France"",""Australia"",""Philippines"",""Saudi Arabia"",""Croatia"",""Kiribati"",""Latvia""]"
79aa4a8c-6aeb-45b1-bff6-7bd3e1ebf34c;Gender Studies;Social Sciences;Interdisciplinary study of gender and its social implications;⚧️;;"[""gender studies"",""feminism"",""equality"",""social justice""]";2026-03-09 03:42:40.24542+00;Manufacturing & Industrial;Advertising;"[""Interpreter"",""Copywriter""]";"[""Teacher (K-12)"",""HR Manager"",""Social Worker"",""Writer / Author"",""Interpreter"",""Copywriter""]";[];"[""Leadership"",""Storytelling"",""Strategic Planning"",""Emotional Intelligence""]";"[""Asian Studies"",""Celtic Studies"",""Film Studies"",""African Studies"",""Cultural Studies"",""Human Resources"",""Consumer Behavior""]";High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Manufacturing & Industrial"",""Higher Education"",""Legal Services"",""Language Services"",""Consulting - Strategy"",""Mental Health Services""]";"[""Higher Education"",""Legal Services"",""Career Coaching"",""Counseling Services"",""Disability Services""]";"[""Leadership Communication"",""Storytelling for Influence"",""Justice with Michael Sandel""]";
31b52144-15ea-455c-b4d6-7a809a289cab;Industrial Design;Design;Designing products for mass production and consumer use;🔧;Design;"[""industrial design"",""product design"",""CAD"",""manufacturing design"",""ergonomics""]";2026-03-09 03:31:51.075961+00;Entertainment & Media;Architecture & Design;"[""Graphic Design"",""UX/UI Design"",""Industrial Designer"",""Fashion Design""]";[];"[""JNU Delhi"",""NIT Trichy"",""Institut Polytechnique de Paris"",""Indian School of Business""]";"[""Motion Design"",""Design Systems"",""UI/UX Design"",""Domain Driven Design"",""Graphic Design"",""Design Thinking"",""UI Design"",""UX Design""]";"[""Industrial Design"",""Costume Design"",""Game Design"",""Communication Design"",""Design Anthropology"",""Fashion Design"",""Interior Design"",""Curriculum Design"",""Graphic Design""]";Medium;$50K-$110K;Strong Growth;"[""creativity"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""negotiation"",""Leadership"",""Organization""]";"[""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""media"",""engineering"",""design"",""art"",""arts"",""film"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""music"",""property"",""Business"",""Management"",""Productivity"",""Data""]";"[""USA"",""UK"",""Australia"",""Germany"",""Canada""]";"[""Entertainment & Media"",""Interior Design"",""Electric Vehicles""]";"[""Architecture & Design"",""UI/UX Design""]";"[""Design Systems with Figma"",""Game Design with Unity"",""Mobile UX Design"",""Fundamentals of Graphic Design"",""Human-Centered Design - IDEO"",""Design Thinking for Innovation"",""Figma UI/UX Design Essentials"",""Google UX Design Certificate"",""Behavioral Design Bootcamp""]";
48969e3e-dada-48f4-81e3-543720fb098c;Design (UI/UX);Design;Designing user interfaces and experiences for digital products;🎨;Design;"[""UI"",""UX"",""user interface"",""user experience"",""product design"",""interaction design""]";2026-03-09 03:31:51.075961+00;Entertainment & Media;UI/UX Design;"[""Graphic Design"",""UX/UI Design"",""Fashion Design""]";[];"[""JNU Delhi""]";"[""UX Design"",""Motion Design"",""Design Systems"",""UI/UX Design"",""Domain Driven Design"",""Graphic Design"",""Design Thinking"",""UI Design"",""Chakra UI""]";"[""Costume Design"",""Game Design"",""Communication Design"",""Design Anthropology"",""Fashion Design"",""Interior Design"",""Curriculum Design"",""Graphic Design"",""Industrial Design""]";Medium;95000;Stable Growth;"[""creativity"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving""]";"[""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""media"",""engineering"",""design"",""art"",""arts"",""film"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""music""]";"[""USA"",""UK"",""Australia"",""Germany""]";"[""Entertainment & Media"",""Interior Design""]";"[""UI/UX Design"",""Architecture & Design""]";"[""Design Systems with Figma"",""Game Design with Unity"",""Mobile UX Design"",""Fundamentals of Graphic Design"",""Human-Centered Design - IDEO"",""Design Thinking for Innovation"",""Figma UI/UX Design Essentials"",""Google UX Design Certificate"",""Behavioral Design Bootcamp""]";
18350ee1-d9af-4c9b-b54e-a08946db4784;Agriculture & Farming;Science & Nature;Cultivation of crops, livestock management, and sustainable food production;🌾;;"[""agriculture"",""farming"",""agronomy"",""horticulture"",""livestock"",""crop science""]";2026-03-09 03:31:51.075961+00;Manufacturing & Industrial;Agricultural Biotech;"[""Agricultural Engineer"",""Aquaculture Specialist"",""Urban Farmer"",""Renewable Energy Consultant""]";"[""Agricultural Engineer"",""Agricultural Scientist"",""Wind Turbine Technician""]";"[""NIT Trichy""]";"[""R Programming"",""Python Programming"",""Problem Solving"",""Critical Thinking"",""Strategic Planning"",""Financial Modeling"",""AlphaFold""]";"[""Agroecology"",""Climate Modeling""]";High;$65K-$130K;Strong Growth;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""patience""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";"[""Manufacturing & Industrial"",""Agriculture & Farming"",""Agriculture & Agritech"",""Agribusiness"",""Agritech"",""Food Processing""]";"[""Agricultural Biotech"",""Agriculture & Food"",""Floriculture"",""Aquaculture"",""Fisheries & Aquaculture""]";"[""Machine Learning - Andrew Ng"",""Machine Learning by Andrew Ng"",""Financial Modeling & Valuation""]";"[""Burkina Faso""]"
aacb400b-c68e-4b8e-bf27-27dc0961189b;Disability Studies;Social Sciences;Examining disability as a social, cultural, and political phenomenon;♿;;"[""disability"",""accessibility"",""inclusion"",""advocacy""]";2026-03-09 03:42:40.24542+00;Manufacturing & Industrial;Disability Services;[];"[""Diplomat"",""Audiologist""]";"[""Jawaharlal Nehru University"",""University of Vienna"",""Brown University"",""Lancaster University"",""Ohio State University"",""Pondicherry University""]";[];"[""Special Education"",""Conflict Studies"",""Cultural Studies"",""Human Resources""]";High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Manufacturing & Industrial""]";"[""Disability Services"",""Diversity & Inclusion""]";[];
19e7e3bf-ef77-498d-90d7-48dff3414a7d;Speech Pathology;Healthcare;Assessment and treatment of speech and language disorders;🗣️;;"[""speech pathology"",""language disorders"",""therapy"",""communication""]";2026-03-09 03:42:40.643507+00;Healthcare & Life Sciences;Mental Health;[];"[""Speech Therapist""]";[];"[""Negotiation"",""Storytelling"",""Empathic Listening""]";"[""Clinical Pathology""]";Very High;$70,000;Rapid Growth;"[""empathy"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""creativity"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail""]";"[""psychology"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion"",""sports"",""health"",""medicine"",""biology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Mental Health & Wellness"",""Healthcare & Life Sciences""]";"[""Mental Health"",""Mental Health Services""]";[];
3da8a093-aa7c-469f-b1e7-0e97c363338b;Computational Linguistics;Technology;Using computers to process and analyze natural language;💬;;"[""NLP"",""computational linguistics"",""text mining"",""language models""]";2026-03-09 03:42:40.24542+00;Information Technology;Natural Language Processing;"[""Computational Linguist""]";[];"[""Arizona State University"",""ISCTE-IUL Lisbon""]";"[""CFD Simulation""]";"[""Computational Biology"",""Computational Linguistics"",""Applied Linguistics"",""Linguistics""]";High;$50K-$110K;Steady;"[""creativity"",""research"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Curiosity"",""Forward Thinking"",""Creativity"",""Attention to Detail"",""organization"",""safety"",""design"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Organization"",""Logical Thinking"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience""]";"[""film"",""arts"",""media"",""fashion"",""beauty"",""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Future"",""Design"",""Art"",""Visuals"",""events"",""ocean"",""home"",""Data"",""Business"",""Productivity"",""Mathematics"",""Programming"",""Computers""]";"[""USA"",""UK"",""Germany"",""Australia"",""Canada"",""India""]";"[""Artificial Intelligence & Machine Learning"",""Information Technology""]";"[""Natural Language Processing""]";"[""Algorithms Specialization - Stanford"",""Linear Algebra - MIT OCW""]";"[""Congo"",""Comoros""]"
851468a2-390f-49e0-95e5-00593f7c4e0a;Thanatology;Social Sciences;Study of death, dying, and bereavement;🕊️;;"[""death studies"",""grief counseling"",""end of life"",""palliative""]";2026-04-06 06:53:11.32923+00;Manufacturing & Industrial;Market Research;"[""Psychology"",""Gerontologist"",""Sociologist"",""Pathologist""]";"[""Toxicologist"",""Anthropologist""]";[];[];"[""Theology"",""Sociology"",""Psychology"",""Anthropology"",""Clinical Pathology"",""Design Anthropology"",""Christian Theology""]";High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Manufacturing & Industrial""]";;"[""Introduction to Psychology"",""The Science of Happiness"",""The Science of Well-Being""]";
68725aeb-d142-4a97-8fe6-7eb5f2abb8a6;Nanotechnology;Technology;Manipulation of matter at molecular and atomic scale;🔬;Engineering;"[""nanotechnology"",""nanomaterials"",""nanoelectronics"",""nanomedicine""]";2026-03-09 03:31:51.075961+00;Information Technology;Mining & Resources;"[""Nanotechnology""]";[];"[""École Polytechnique"",""Cornell Tech"",""Delhi Technological University"",""Nanyang Polytechnic"",""Institut Polytechnique de Paris""]";[];[];High;$110,000;Cross-industry applications growing;"[""organization"",""safety"",""design"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Attention to Detail"",""Organization"",""Logical Thinking"",""research"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages"",""service"",""planning"",""Technical Aptitude""]";"[""events"",""ocean"",""home"",""math"",""technology"",""Data"",""Technology"",""Business"",""Visuals"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""food""]";"[""USA"",""UK"",""Canada"",""Australia"",""Germany"",""India""]";"[""Information Technology"",""Nanotechnology"",""Mechatronics""]";;[];
